,rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold
10973,4.0,6.0,408,-23.6304487,-46.7333628,2949140,3,77,1
9692,3.0,1.0,135,-23.5717729,-46.6546978,1649560,3,32,1
15307,3.0,3.0,120,-23.5993915,-46.6772642,2081060,3,2,0
2146,3.0,2.0,117,-23.622372,-46.6734232,1260650,3,31,1
13934,2.0,1.0,85,-23.5991288,-46.6384213,745988,3,110,0
6477,3.0,2.0,134,-23.6072551,-46.6345471,1103800,3,114,1
613,2.0,2.0,58,-23.5352436,-46.6946587,588232,3,6,0
7602,4.0,6.0,567,-23.5371104,-46.6698175,9556210,3,86,1
2430,3.0,2.0,186,-23.6179883,-46.6802012,1515160,3,28,1
5053,3.0,1.0,205,-23.5375543,-46.6591041,2297310,3,18,1
7557,4.0,2.0,112,-23.5181426,-46.6654908,1312310,3,1,0
54,3.0,2.0,163,-23.5438268,-46.6847131,1575380,3,1,0
9989,4.0,3.0,135,-23.5722044,-46.6518618,1774030,3,76,0
7407,2.0,1.0,53,-23.4984597,-46.6363498,507198,3,43,0
7670,3.0,1.0,97,-23.5344412,-46.6657794,730534,3,68,0
12030,3.0,3.0,176,-23.6271378,-46.7362794,1203100,2,31,1
15454,2.0,1.0,62,-23.6004112,-46.6782368,585812,3,67,0
4836,1.0,1.0,65,-23.5455719,-46.6502271,728415,3,1,1
148,4.0,4.0,200,-23.5264512,-46.7052114,1179040,2,3,0
1571,4.0,6.0,445,-23.5369646,-46.713074,6179460,1,58,0
5256,3.0,1.0,231,-23.5458607,-46.6565965,2139700,3,22,1
259,3.0,4.0,379,-23.546665,-46.716166,4096490,3,35,1
5528,4.0,2.0,126,-23.5565124,-46.6791869,1190190,2,84,0
8837,2.0,2.0,220,-23.582801,-46.6796658,3080570,3,53,0
17552,3.0,3.0,200,-23.5724661,-46.6342768,1946090,3,108,0
7842,4.0,3.0,200,-23.4989837,-46.6419027,1891950,3,54,0
15112,4.0,5.0,448,-23.577845,-46.589752,4443540,1,0,1
14582,2.0,1.0,90,-23.5608169,-46.6761983,944848,2,14,1
11770,3.0,3.0,210,-23.6277976,-46.7209861,1481430,3,8,0
12112,4.0,4.0,234,-23.609313,-46.723501,1001630,2,46,0
16142,3.0,1.0,135,-23.6076271,-46.6537376,1324680,3,66,0
14960,2.0,2.0,137,-23.5752392,-46.5857729,1014650,2,6,1
2885,2.0,1.0,83,-23.6256294,-46.687598,767416,1,5,0
8828,1.0,1.0,77,-23.5835204,-46.675571,1078200,3,91,1
15394,3.0,2.0,158,-23.6015135,-46.6803538,1694600,3,104,1
8320,3.0,4.0,311,-23.5097595,-46.6507406,2306240,2,44,1
3172,3.0,3.0,170,-23.5536069,-46.6892345,1857720,3,92,0
7189,2.0,1.0,85,-23.5827413,-46.6298136,719265,3,37,1
7128,2.0,1.0,69,-23.5784539,-46.618146,501821,2,36,1
10745,2.0,1.0,76,-23.5688645,-46.663026,1016310,2,23,1
3209,3.0,2.0,107,-23.563352,-46.6830492,1045350,2,26,1
1421,2.0,1.0,55,-23.5324387,-46.6908399,465552,2,3,1
17286,2.0,1.0,67,-23.5628261,-46.6439527,733056,3,14,0
7531,3.0,2.0,100,-23.4941599,-46.6312677,738547,3,46,0
4845,2.0,2.0,64,-23.5536847,-46.6505033,1234560,3,23,0
15533,2.0,1.0,65,-23.5981749,-46.6826165,668044,3,82,1
127,3.0,3.0,108,-23.5318634,-46.6890092,1079890,1,61,0
9093,3.0,1.0,105,-23.5784847,-46.6751236,1038640,3,53,1
10145,4.0,4.0,450,-23.5650288,-46.6631839,6055460,3,89,0
4117,2.0,1.0,100,-23.536941,-46.65449,1083450,3,25,0
16820,2.0,1.0,76,-23.60618,-46.6451315,445417,3,150,0
11159,3.0,2.0,97,-23.627332,-46.719082,692696,2,67,0
1488,2.0,1.0,70,-23.5236875,-46.7334242,471224,2,29,0
13753,3.0,1.0,112,-23.5932113,-46.6403277,901408,3,14,1
13620,3.0,3.0,340,-23.5753044,-46.6472915,3353220,2,11,1
902,3.0,2.0,88,-23.529776,-46.704353,907605,2,9,1
17589,3.0,1.0,133,-23.5674062,-46.6434354,1091800,2,3,1
3645,4.0,3.0,225,-23.5907257,-46.665845,3933300,3,28,0
15923,2.0,2.0,90,-23.6025862,-46.6461133,896662,3,21,1
16713,4.0,3.0,145,-23.6112152,-46.6574559,2038970,3,70,0
4554,2.0,1.0,60,-23.556385,-46.653144,497551,3,52,0
1852,2.0,1.0,85,-23.5450559,-46.6869486,821518,3,69,1
12087,3.0,3.0,294,-23.627852,-46.7195047,2570390,1,3,0
5502,3.0,3.0,163,-23.553197,-46.6755822,2126060,3,142,0
12800,1.0,1.0,49,-23.6176824,-46.6949631,579313,2,8,1
1843,1.0,1.0,49,-23.5447855,-46.6866839,480399,2,31,0
17734,2.0,1.0,47,-23.5387806,-46.5723926,323154,3,6,1
14835,1.0,1.0,57,-23.5634015,-46.5864877,290721,3,21,0
14165,3.0,1.0,95,-23.6044096,-46.6392561,680227,3,86,0
13635,3.0,3.0,213,-23.5899612,-46.628627,1809350,2,108,0
13367,2.0,2.0,83,-23.5994159,-46.6335153,778126,3,110,0
9503,3.0,1.0,135,-23.5729395,-46.6573731,1337160,1,11,0
5511,3.0,2.0,107,-23.5588978,-46.6772718,1041570,1,58,0
11796,1.0,2.0,90,-23.601446,-46.717651,806832,3,83,1
2803,4.0,4.0,188,-23.619868,-46.6702498,2339150,1,67,1
3967,4.0,4.0,311,-23.5968482,-46.6699968,6291670,3,56,1
11036,4.0,4.0,408,-23.6347054,-46.7146293,4049650,3,15,1
7186,3.0,2.0,80,-23.5668187,-46.623193,961186,2,82,0
17392,4.0,1.0,162,-23.5713184,-46.6349529,1123800,3,37,0
9420,2.0,3.0,200,-23.5820859,-46.6685656,2292310,1,102,0
11843,4.0,4.0,178,-23.6179261,-46.7386024,1577560,3,21,1
14952,2.0,1.0,48,-23.5710051,-46.6062829,470347,1,6,1
3380,4.0,4.0,324,-23.5855091,-46.7169116,2664860,3,19,0
6183,2.0,2.0,124,-23.6297004,-46.6402585,823691,2,18,0
14791,3.0,1.0,171,-23.561358,-46.5985842,874786,3,155,0
6410,3.0,2.0,79,-23.6141154,-46.6336138,766193,3,57,1
8697,3.0,4.0,285,-23.5843481,-46.6854748,5696650,2,22,0
16675,4.0,5.0,250,-23.606325,-46.657991,3327390,1,18,1
1281,1.0,2.0,133,-23.5525983,-46.6973418,1843280,3,68,1
14209,3.0,2.0,81,-23.599584,-46.641633,729376,3,21,1
2138,3.0,2.0,215,-23.6210799,-46.674054,2307580,2,43,1
16567,2.0,1.0,62,-23.616557,-46.6426398,552017,3,111,1
887,3.0,2.0,87,-23.5386436,-46.6868657,947553,3,119,0
2318,2.0,1.0,59,-23.6463603,-46.6692059,440390,2,102,0
4542,3.0,2.0,208,-23.5368843,-46.6573976,1742910,3,43,1
7109,4.0,3.0,208,-23.5906203,-46.6239588,3218990,2,60,0
2217,5.0,6.0,311,-23.623375,-46.6732708,3833940,1,26,1
11166,2.0,1.0,64,-23.6194625,-46.7315866,563883,3,105,0
1195,4.0,5.0,344,-23.5334576,-46.6845603,3988110,2,0,1
11223,4.0,3.0,120,-23.6081114,-46.6877831,1154190,3,83,0
6870,3.0,2.0,139,-23.6203878,-46.6349405,1249610,3,6,1
6016,3.0,2.0,82,-23.6059391,-46.6299762,824819,3,25,1
13230,1.0,1.0,38,-23.5779974,-46.6360605,366106,3,15,1
4537,3.0,2.0,140,-23.5529791,-46.6510896,2700610,3,78,1
7425,1.0,1.0,41,-23.5232852,-46.6827043,505550,3,82,0
10320,3.0,2.0,550,-23.566683,-46.6673304,5616170,3,14,0
10402,3.0,3.0,163,-23.5652657,-46.6590367,2230800,3,27,1
10268,1.0,1.0,54,-23.5723803,-46.6549271,1034840,3,23,0
16036,3.0,3.0,146,-23.614615,-46.6396003,1241860,1,97,1
13224,2.0,2.0,100,-23.5930224,-46.6296421,1175060,3,64,1
13072,3.0,2.0,95,-23.6284623,-46.7087046,1033050,3,61,1
17548,3.0,1.0,215,-23.5600463,-46.6410901,1822340,2,32,0
9243,3.0,2.0,163,-23.5779051,-46.6735456,1878010,2,25,1
15273,4.0,3.0,284,-23.5983085,-46.6802537,4036450,3,62,0
6984,1.0,1.0,43,-23.5721308,-46.62641,565732,1,4,0
10210,4.0,3.0,282,-23.5649598,-46.656382,5271420,3,5,1
11571,4.0,4.0,226,-23.6364718,-46.7276921,2259200,2,9,0
16576,4.0,3.0,410,-23.6039195,-46.6709173,5867240,3,66,0
12398,1.0,1.0,34,-23.6264546,-46.7360717,255133,3,34,0
11993,3.0,2.0,218,-23.632889,-46.7298706,2149190,2,78,1
9958,3.0,2.0,107,-23.5608452,-46.6513169,1056260,3,55,0
14164,3.0,2.0,143,-23.6013344,-46.6427931,1261960,3,104,0
12070,4.0,3.0,163,-23.6158722,-46.6853623,2294520,3,23,0
3931,1.0,1.0,31,-23.5961104,-46.6726114,685516,3,110,1
804,4.0,4.0,261,-23.5498601,-46.6950904,3833500,1,16,0
8812,2.0,1.0,30,-23.5811163,-46.6788291,606392,3,33,0
9556,1.0,1.0,56,-23.5661506,-46.6572969,617534,2,5,1
9569,3.0,2.0,180,-23.567398,-46.6645021,2640620,3,88,1
564,4.0,3.0,350,-23.5475774,-46.6944592,4740250,1,44,1
8241,3.0,1.0,96,-23.5418739,-46.6754404,663059,2,94,0
15968,4.0,2.0,220,-23.6055058,-46.6564249,2696120,3,33,1
7921,4.0,4.0,400,-23.5373493,-46.6682195,4778940,3,139,0
11613,3.0,6.0,394,-23.6189167,-46.7395677,3648070,3,27,0
11597,4.0,2.0,184,-23.6109774,-46.6908161,1774940,3,20,1
8292,1.0,1.0,49,-23.532633,-46.660119,412195,2,62,1
12544,4.0,4.0,198,-23.6246311,-46.7314905,1089430,3,56,1
14902,3.0,2.0,89,-23.557134,-46.5979929,697907,2,22,0
4122,3.0,1.0,900,-23.5501005,-46.6468496,5403710,3,37,0
6441,2.0,1.0,67,-23.6047784,-46.6303747,534189,3,8,0
7387,1.0,1.0,50,-23.5308963,-46.6833398,652883,3,7,1
16222,3.0,2.0,90,-23.6014039,-46.6465618,744904,2,27,1
10065,2.0,1.0,85,-23.5721537,-46.6610414,1022040,3,62,0
2526,3.0,3.0,155,-23.6218283,-46.6747552,1772300,2,85,0
16743,2.0,1.0,56,-23.6312846,-46.6406623,463988,3,44,0
16155,1.0,1.0,34,-23.600978,-46.6660876,485879,3,32,0
15209,3.0,1.0,98,-23.6006321,-46.6815318,1086500,3,54,0
8950,1.0,1.0,47,-23.5875873,-46.6777803,788434,3,2,1
10851,3.0,2.0,270,-23.5680473,-46.6621358,4382010,3,59,0
16492,2.0,1.0,74,-23.6017401,-46.66369,730726,3,55,1
16300,3.0,2.0,98,-23.6013777,-46.6493273,1377290,2,105,1
11829,3.0,2.0,123,-23.6102772,-46.7065684,1140700,3,21,1
14195,4.0,3.0,200,-23.5717735,-46.6512254,2432420,3,151,1
15914,3.0,2.0,150,-23.6057366,-46.6604525,1853700,2,1,1
4064,4.0,4.0,201,-23.5491174,-46.6607059,2339700,3,41,1
13441,4.0,6.0,506,-23.5813035,-46.6520535,9841980,3,3,0
5100,3.0,2.0,200,-23.5530893,-46.6586573,1814160,3,9,0
17365,1.0,1.0,53,-23.5684248,-46.6305817,295493,2,147,0
1567,2.0,1.0,64,-23.5347291,-46.6921688,420251,1,167,0
13278,2.0,1.0,76,-23.578298,-46.642011,715294,2,30,1
2517,4.0,3.0,263,-23.6248811,-46.6701055,3732590,2,20,1
3042,3.0,2.0,180,-23.5640313,-46.6841097,2245610,2,130,0
16027,4.0,3.0,210,-23.6061885,-46.6628569,2520900,3,15,1
7377,3.0,2.0,130,-23.5323463,-46.6812422,1338580,3,15,1
16014,4.0,3.0,182,-23.606443,-46.657673,2623040,2,73,1
10613,3.0,2.0,75,-23.5712064,-46.6524111,1024330,3,29,1
5901,4.0,4.0,300,-23.6168235,-46.6244272,2159730,2,9,1
3762,3.0,2.0,121,-23.5993404,-46.6687962,1275460,3,56,1
10094,4.0,6.0,287,-23.5699996,-46.6535696,3173550,2,20,1
11018,2.0,2.0,61,-23.601446,-46.717651,546853,3,50,0
3605,3.0,3.0,121,-23.6026372,-46.6725716,1408590,3,102,0
1028,2.0,1.0,77,-23.5237051,-46.7013264,720333,3,30,0
3800,4.0,4.0,685,-23.5980393,-46.6648468,8295460,3,73,1
15438,3.0,3.0,200,-23.6000081,-46.6878647,2828550,3,1,0
5616,1.0,1.0,60,-23.5541042,-46.6753615,495964,2,65,1
12194,3.0,3.0,230,-23.6087203,-46.7071037,1523460,1,84,1
17413,3.0,1.0,95,-23.5637021,-46.6457406,735500,3,69,1
9669,4.0,4.0,280,-23.5688558,-46.6548686,3795160,3,76,0
1822,3.0,1.0,106,-23.543684,-46.687317,828295,3,13,1
17076,4.0,8.0,580,-23.553675,-46.663283,9944990,3,75,0
7550,3.0,1.0,146,-23.539413,-46.6694801,1139590,3,56,1
8056,4.0,5.0,407,-23.5371104,-46.6698175,6859570,3,75,1
3094,3.0,1.0,100,-23.5859497,-46.7199379,665755,3,73,0
9665,2.0,4.0,209,-23.5652892,-46.6630318,3488470,3,16,1
12595,3.0,2.0,90,-23.6224747,-46.7384175,570923,3,15,0
5460,2.0,1.0,72,-23.5610753,-46.674417,898242,2,8,1
7278,3.0,2.0,220,-23.5370043,-46.6658583,2355180,2,7,1
9065,4.0,5.0,220,-23.5880601,-46.6838125,3082100,3,19,1
932,2.0,1.0,60,-23.5351761,-46.685924,705744,3,2,1
1097,2.0,2.0,100,-23.541727,-46.6910249,1074080,2,121,0
9504,3.0,4.0,190,-23.5652892,-46.6630318,3171330,3,2,1
13784,2.0,1.0,75,-23.5932386,-46.642453,516677,2,177,0
6328,1.0,1.0,42,-23.6104173,-46.6303846,327957,3,145,0
5884,3.0,2.0,149,-23.5968386,-46.6032881,969303,3,40,0
7333,1.0,1.0,42,-23.5014772,-46.6350409,269627,2,33,0
144,3.0,2.0,96,-23.5419252,-46.7024072,967306,3,11,0
7772,4.0,6.0,570,-23.537229,-46.6618637,7463500,3,81,0
4134,4.0,2.0,240,-23.5472416,-46.6592722,2263910,3,46,0
4694,3.0,2.0,259,-23.544457,-46.6537496,2902450,3,114,0
11409,3.0,2.0,98,-23.634279,-46.731188,701731,3,83,0
9195,1.0,1.0,75,-23.5843725,-46.6751626,1072610,3,4,0
7233,2.0,1.0,57,-23.5748032,-46.6140622,297708,1,14,0
8903,4.0,3.0,470,-23.5784847,-46.6890197,9454710,3,108,0
1891,4.0,3.0,167,-23.6245999,-46.6852824,1991330,3,7,1
316,4.0,4.0,257,-23.5428026,-46.7259729,3480700,3,75,1
3817,3.0,3.0,126,-23.5972919,-46.66613,1919140,3,34,1
7230,1.0,1.0,41,-23.5874926,-46.6265361,512273,1,2,1
10730,4.0,8.0,575,-23.5671248,-46.6558377,7656870,2,60,0
1607,3.0,2.0,141,-23.523305,-46.732115,1589580,3,1,1
4116,3.0,2.0,260,-23.5369447,-46.6571193,2463460,3,49,1
7547,3.0,2.0,198,-23.536768,-46.6599009,1923540,2,3,1
3827,3.0,1.0,98,-23.6031749,-46.6732326,904414,3,62,1
10375,3.0,2.0,116,-23.5652892,-46.6630318,1936180,3,78,0
1631,3.0,3.0,240,-23.5283058,-46.7302384,2530990,3,27,0
16544,2.0,1.0,83,-23.6177157,-46.6411474,419522,3,126,1
2829,3.0,4.0,223,-23.6232947,-46.6755802,2646490,2,16,1
10348,3.0,1.0,98,-23.5675238,-46.656839,1144280,2,12,1
7263,3.0,4.0,334,-23.5764129,-46.6146279,2890020,3,66,1
10854,2.0,2.0,105,-23.5652892,-46.6630318,1752580,3,4,1
14192,3.0,2.0,114,-23.5769043,-46.636004,964662,3,2,0
12336,4.0,2.0,170,-23.6067644,-46.7059713,929266,3,149,0
10495,2.0,1.0,80,-23.5712178,-46.6619868,968802,1,60,0
1005,2.0,1.0,90,-23.5361377,-46.6831861,750713,3,18,1
5841,2.0,1.0,60,-23.609446,-46.630666,446032,3,26,1
9609,3.0,1.0,163,-23.5620379,-46.6636597,2076300,2,21,1
5695,4.0,4.0,396,-23.6163138,-46.6237032,2956980,3,2,0
11488,3.0,1.0,95,-23.6046509,-46.6911522,820962,3,33,1
1757,1.0,2.0,134,-23.5525983,-46.6973418,1857140,2,59,0
6153,4.0,2.0,127,-23.5944888,-46.6033333,1241780,3,75,1
9431,3.0,1.0,98,-23.5879037,-46.6770794,1147090,2,58,0
2496,3.0,1.0,93,-23.6283947,-46.6921183,584046,2,13,1
11247,1.0,2.0,41,-23.6370434,-46.738245,421966,3,13,1
16340,3.0,3.0,280,-23.6093654,-46.6588744,2964680,3,74,0
10362,4.0,2.0,402,-23.5690542,-46.663171,6309000,3,75,0
8421,2.0,1.0,72,-23.5401408,-46.6781079,710054,3,4,1
2625,3.0,2.0,152,-23.6262129,-46.6744411,2186920,2,1,1
367,2.0,2.0,76,-23.5422238,-46.6971717,909332,3,59,1
15826,3.0,4.0,430,-23.599122,-46.648269,4517120,2,10,0
4369,3.0,1.0,156,-23.5380685,-46.6564568,1457470,3,159,0
14550,3.0,3.0,147,-23.5856322,-46.6368007,1741760,3,86,0
797,2.0,1.0,51,-23.5323612,-46.6919933,601071,3,2,0
8264,1.0,1.0,39,-23.537922,-46.6686785,496986,2,23,0
2533,4.0,3.0,280,-23.6157836,-46.6778546,2682970,3,132,1
15132,3.0,2.0,86,-23.557134,-46.5979929,674382,2,156,0
6667,4.0,3.0,258,-23.617124,-46.6240514,1689800,3,50,1
10805,4.0,1.0,350,-23.560128,-46.6542595,2292960,3,127,0
16174,3.0,1.0,73,-23.6053096,-46.6721229,706338,3,9,1
7981,3.0,1.0,168,-23.5379079,-46.6613533,1744300,2,47,1
11321,4.0,4.0,302,-23.6057348,-46.7066153,2121280,3,139,0
6969,3.0,1.0,145,-23.5734175,-46.613488,660116,1,53,0
4021,4.0,5.0,430,-23.5914195,-46.6690262,10247700,3,68,1
2492,2.0,1.0,55,-23.6421976,-46.6623375,311394,2,17,1
16505,4.0,3.0,246,-23.6092971,-46.6409461,1693980,3,52,0
14705,2.0,1.0,57,-23.5601256,-46.5823525,425704,2,94,1
16598,2.0,1.0,78,-23.6089472,-46.6648879,666635,2,4,1
15473,4.0,4.0,220,-23.5900387,-46.7033245,2505360,3,26,1
14987,2.0,1.0,110,-23.5566162,-46.6077415,811449,3,20,0
8897,1.0,1.0,40,-23.5778116,-46.6706214,532569,1,36,1
12019,2.0,2.0,74,-23.6011079,-46.7161175,908507,3,41,1
15793,1.0,1.0,30,-23.6070132,-46.6553993,426270,3,16,1
6821,3.0,4.0,132,-23.5941874,-46.6246482,1338750,3,13,1
3995,4.0,3.0,247,-23.5948295,-46.6706082,3566730,3,103,1
16740,4.0,3.0,215,-23.6003276,-46.6611815,3076720,3,89,1
17750,3.0,1.0,85,-23.5506666,-46.5757627,491497,3,105,1
10347,3.0,1.0,300,-23.5704338,-46.6517183,4066240,3,27,0
8084,3.0,3.0,189,-23.496029,-46.6358711,1825480,3,114,1
12562,4.0,5.0,756,-23.6364718,-46.7276921,8511570,3,29,0
11373,3.0,2.0,88,-23.6124413,-46.6837438,987598,3,83,0
15634,3.0,2.0,120,-23.611294,-46.6422308,899704,3,51,1
6798,2.0,1.0,67,-23.6089775,-46.6323622,500593,3,130,0
13163,2.0,4.0,100,-23.6002713,-46.6419843,961267,2,122,0
7277,4.0,4.0,157,-23.5336063,-46.6776899,1890830,2,0,1
7180,2.0,1.0,53,-23.5865922,-46.6263166,413756,3,62,1
13506,4.0,4.0,147,-23.5958918,-46.6406984,1763290,3,72,0
13188,3.0,1.0,193,-23.6029028,-46.6372041,1100710,2,128,0
6544,2.0,1.0,61,-23.605311,-46.617336,489032,3,43,1
10151,3.0,1.0,220,-23.5637847,-46.6610722,2606950,2,1,1
5016,4.0,4.0,500,-23.5409488,-46.6616304,4088820,3,26,0
1181,2.0,2.0,90,-23.5517439,-46.6981558,1095360,2,3,1
15568,2.0,2.0,126,-23.602871,-46.6752315,1530150,3,9,1
2107,2.0,2.0,70,-23.6149272,-46.6806992,927348,2,69,1
10150,2.0,2.0,108,-23.5652892,-46.6630318,1802650,3,10,1
11197,3.0,2.0,93,-23.6272237,-46.7192996,813082,3,67,0
4576,2.0,1.0,88,-23.5466963,-46.6540717,815932,3,111,0
16861,2.0,1.0,185,-23.5577149,-46.6610699,1993660,1,4,1
646,3.0,1.0,72,-23.5423554,-46.716605,612978,3,76,1
6118,2.0,1.0,55,-23.5966187,-46.5995602,494168,3,2,1
13306,4.0,2.0,143,-23.5855324,-46.6441902,1446930,3,34,0
16877,3.0,2.0,210,-23.5606862,-46.6712793,2614410,3,70,1
15349,3.0,1.0,100,-23.5958321,-46.6751275,949239,3,56,1
13370,3.0,2.0,105,-23.5914431,-46.6374955,944039,3,35,1
7924,3.0,2.0,75,-23.535736,-46.6774852,831246,2,32,1
3710,4.0,6.0,654,-23.59255,-46.6694395,18313900,3,168,0
15747,3.0,1.0,88,-23.6196525,-46.6641647,826988,3,6,0
2801,4.0,3.0,188,-23.6208803,-46.6754268,1996390,1,1,1
7267,3.0,3.0,123,-23.5730524,-46.625732,1322260,3,15,1
4228,1.0,1.0,48,-23.5524515,-46.6552393,731115,3,33,1
15493,3.0,1.0,72,-23.5928011,-46.6850816,752036,2,50,0
7326,3.0,2.0,70,-23.5076094,-46.6736237,338695,3,118,0
11643,3.0,2.0,143,-23.6111567,-46.7242833,1176310,3,138,0
15679,4.0,3.0,190,-23.6102906,-46.6585427,2086700,1,128,1
3135,3.0,1.0,120,-23.5683858,-46.6866761,1092210,2,7,0
7447,3.0,1.0,123,-23.5347169,-46.6776249,901105,3,19,1
2254,3.0,3.0,178,-23.6210554,-46.6764972,1520120,2,3,0
14073,2.0,3.0,84,-23.5910282,-46.649307,1088930,3,37,1
17437,3.0,2.0,170,-23.5716023,-46.6352902,1354630,3,66,1
8945,2.0,2.0,92,-23.5880953,-46.6796849,1838920,3,140,0
13889,2.0,1.0,65,-23.5872505,-46.6289967,636228,3,32,1
5730,2.0,2.0,65,-23.6070165,-46.6243777,458956,3,88,0
8307,4.0,3.0,182,-23.5360305,-46.661922,1913400,2,8,0
8496,5.0,4.0,505,-23.533033,-46.67824,6547600,2,34,1
1348,2.0,1.0,80,-23.5536407,-46.6946086,773956,1,31,0
2671,2.0,1.0,70,-23.6445349,-46.6692429,430858,2,42,1
15230,4.0,3.0,205,-23.590298,-46.6718958,3203930,3,1,1
16810,3.0,1.0,110,-23.6036939,-46.6597973,915336,3,53,0
9223,3.0,2.0,145,-23.5796575,-46.6744636,1828860,3,29,0
6508,2.0,1.0,49,-23.6227321,-46.5853247,239754,3,173,0
301,3.0,1.0,52,-23.542535,-46.686712,380469,3,109,0
15587,5.0,8.0,827,-23.5887176,-46.703255,17359600,3,57,0
10132,1.0,1.0,60,-23.5713695,-46.6538449,674089,1,72,1
2563,2.0,1.0,60,-23.6162897,-46.6809649,528533,2,83,0
16385,3.0,1.0,186,-23.6036895,-46.6644892,1611590,3,36,1
4872,2.0,1.0,125,-23.5434417,-46.6562989,1400800,3,13,1
15332,4.0,3.0,210,-23.6006913,-46.6800722,3371050,3,40,0
11755,2.0,2.0,96,-23.6068912,-46.6959343,1234710,3,8,0
11973,4.0,2.0,360,-23.6127458,-46.6820004,3507270,3,166,0
10486,3.0,1.0,161,-23.5696406,-46.6634309,2104580,3,40,1
14374,4.0,5.0,369,-23.574617,-46.6485448,3803490,3,38,1
8393,3.0,4.0,257,-23.5327202,-46.6749101,2026570,3,80,0
11989,3.0,2.0,125,-23.5969326,-46.7235062,609813,3,19,0
9382,4.0,2.0,250,-23.5826409,-46.6909403,6008710,3,102,1
6127,3.0,2.0,94,-23.6115566,-46.6351986,972772,2,16,0
5164,1.0,1.0,34,-23.553918,-46.650421,359469,3,95,0
475,2.0,1.0,57,-23.5241407,-46.7093015,585487,2,32,1
15764,2.0,1.0,110,-23.6124493,-46.6625371,1119040,1,77,1
15581,3.0,1.0,86,-23.5960514,-46.6773867,911978,3,115,0
6809,4.0,3.0,265,-23.6134457,-46.6346665,2513710,3,40,1
5333,3.0,2.0,228,-23.5376736,-46.6601223,2158080,3,50,1
15690,3.0,3.0,130,-23.6134218,-46.6429456,884014,2,4,1
9189,3.0,1.0,100,-23.5796887,-46.6745794,1162850,2,33,0
17644,4.0,3.0,250,-23.5708973,-46.6339396,1785710,2,59,1
9564,3.0,1.0,146,-23.5623271,-46.6628803,2141840,3,23,0
12978,1.0,2.0,68,-23.601446,-46.717651,609607,3,14,1
16361,3.0,2.0,180,-23.6027871,-46.6633027,2024750,2,99,0
10645,4.0,4.0,257,-23.5732287,-46.6592253,4680580,2,21,1
10998,4.0,4.0,390,-23.6059931,-46.7055279,2419840,3,34,0
14291,2.0,1.0,70,-23.6008946,-46.6398326,614343,1,51,1
13703,2.0,1.0,55,-23.5833198,-46.6326135,543308,3,10,1
11369,3.0,3.0,117,-23.6293421,-46.7328899,852284,3,63,0
12914,4.0,3.0,210,-23.6124257,-46.708526,1289010,1,81,0
11368,3.0,3.0,100,-23.6017205,-46.7254878,879728,3,75,0
11862,4.0,6.0,607,-23.632868,-46.7244671,5912470,3,11,1
1781,3.0,2.0,90,-23.533593,-46.702886,1037800,3,4,1
1605,2.0,1.0,65,-23.5346925,-46.6891511,628220,1,17,1
2153,3.0,2.0,89,-23.6404491,-46.6713864,608662,2,55,1
6903,3.0,2.0,150,-23.5771469,-46.6264391,1229240,1,142,1
5819,2.0,1.0,62,-23.607002,-46.62087,480283,3,140,0
6510,2.0,2.0,65,-23.6039972,-46.6278437,913882,3,15,1
765,3.0,2.0,105,-23.5430812,-46.6940475,1014820,3,135,1
14977,3.0,1.0,86,-23.5486537,-46.5953517,556300,3,34,0
17367,3.0,2.0,69,-23.56241,-46.6300167,677699,3,9,0
339,3.0,1.0,118,-23.5410987,-46.6823585,765432,3,27,0
10935,4.0,3.0,256,-23.6068047,-46.701765,1781330,3,36,1
8391,3.0,1.0,193,-23.534803,-46.656283,1683950,2,141,0
9698,2.0,1.0,71,-23.5602859,-46.6604903,1127290,2,19,1
17594,3.0,2.0,75,-23.5693844,-46.6340343,838236,2,64,0
17553,3.0,3.0,130,-23.5662891,-46.6307716,1438620,2,88,1
6159,3.0,2.0,74,-23.607033,-46.6305514,696141,3,34,1
2038,4.0,4.0,370,-23.6205175,-46.6792849,4659640,3,9,1
12582,3.0,3.0,119,-23.6151197,-46.6856933,1557980,2,28,0
6533,3.0,2.0,96,-23.6451774,-46.6364424,727797,3,1,1
15102,4.0,2.0,208,-23.5637645,-46.5864487,1511800,2,61,1
10250,3.0,1.0,110,-23.5726924,-46.6596526,1439160,3,37,0
1738,4.0,2.0,156,-23.5267865,-46.7311907,1506110,3,20,0
1034,2.0,2.0,67,-23.5265748,-46.7286919,720781,3,8,1
11332,2.0,1.0,58,-23.63904,-46.735637,446780,2,12,1
4997,3.0,2.0,300,-23.5490704,-46.6595845,3361920,3,27,1
8271,3.0,1.0,120,-23.5329735,-46.6626318,1085740,3,83,1
15234,1.0,1.0,49,-23.5959967,-46.6748306,543871,3,53,0
6775,3.0,1.0,135,-23.6219499,-46.6032066,665925,2,115,1
2880,2.0,1.0,80,-23.6116869,-46.6767726,691333,2,6,1
17884,4.0,3.0,200,-23.5460417,-46.5678852,1408330,3,35,0
7916,3.0,2.0,113,-23.4978033,-46.6284474,556552,3,167,0
14191,3.0,1.0,130,-23.569323,-46.6440631,1346550,3,60,0
14495,3.0,2.0,90,-23.5981196,-46.6328804,834250,3,6,1
8166,2.0,1.0,50,-23.5001535,-46.6371215,369273,2,53,0
