,rooms,garages,useful_area,latitude,longitude,value,interior_quality
3587,3.0,3.0,152,-23.5998882,-46.6684918,1634090,3
16475,4.0,4.0,320,-23.5988195,-46.6640276,3092570,2
10534,2.0,2.0,100,-23.5652892,-46.6630318,1669120,2
6060,3.0,1.0,100,-23.6044337,-46.6196786,694716,3
3872,4.0,6.0,617,-23.5939161,-46.6680452,10021900,3
3060,2.0,1.0,70,-23.588921,-46.7186199,388842,2
800,3.0,1.0,72,-23.5339009,-46.6916142,832494,1
15707,3.0,1.0,95,-23.611751,-46.6610296,891532,2
10376,3.0,1.0,108,-23.5658862,-46.6550628,1219980,3
914,4.0,2.0,193,-23.5271662,-46.6925213,1868650,3
8845,3.0,2.0,240,-23.5801928,-46.6926215,3327780,2
4517,4.0,3.0,270,-23.5392796,-46.6605756,2789570,3
13900,2.0,1.0,107,-23.571589,-46.6481378,1040440,3
5607,3.0,1.0,168,-23.5624753,-46.6723208,2464580,3
5872,2.0,1.0,53,-23.6213926,-46.6038445,259326,3
1102,4.0,4.0,310,-23.5309104,-46.7258838,2699770,3
3520,4.0,4.0,387,-23.5999582,-46.6680962,4498090,3
5270,4.0,2.0,290,-23.5436697,-46.6596348,2908740,3
6385,3.0,3.0,139,-23.605311,-46.617336,1114350,3
3694,3.0,3.0,195,-23.5955223,-46.6692071,2003330,3
4546,2.0,1.0,120,-23.548385,-46.6565268,972864,3
13643,3.0,1.0,95,-23.5937398,-46.6421171,760868,3
709,3.0,1.0,60,-23.5288459,-46.688002,675595,3
17822,3.0,2.0,147,-23.5656571,-46.5775852,1036370,3
8414,2.0,1.0,93,-23.5358776,-46.6673394,865022,3
7949,2.0,1.0,78,-23.5362605,-46.6793505,753864,2
5124,3.0,6.0,380,-23.5419154,-46.6398994,3926460,3
9511,3.0,1.0,150,-23.5703077,-46.6629271,2009150,3
1212,3.0,2.0,91,-23.5525921,-46.6985032,789110,3
4745,4.0,6.0,404,-23.5491174,-46.6607059,4702690,3
9403,4.0,4.0,436,-23.5815347,-46.6811097,5091300,2
10286,4.0,2.0,240,-23.5682674,-46.6610285,2977260,3
4598,3.0,1.0,180,-23.5383144,-46.660596,1710750,3
11852,2.0,1.0,58,-23.63904,-46.735637,371633,3
12281,4.0,3.0,210,-23.6109539,-46.6809188,1703550,1
1,4.0,2.0,143,-23.5292503,-46.6869312,1467970,3
17115,3.0,1.0,129,-23.5605638,-46.6706315,1529840,3
1178,4.0,3.0,158,-23.5319058,-46.7323597,1273140,3
9810,2.0,1.0,86,-23.5659481,-46.6551647,1026950,2
4037,3.0,2.0,350,-23.6005823,-46.6700375,5008620,3
9904,3.0,1.0,130,-23.570895,-46.6556942,1355600,2
9921,2.0,2.0,75,-23.5718043,-46.6566841,992143,3
14605,2.0,1.0,85,-23.5587794,-46.681517,1060420,3
17004,1.0,3.0,70,-23.5618907,-46.6656575,1086310,1
4574,3.0,1.0,160,-23.5412996,-46.6585112,1547200,3
6741,3.0,4.0,260,-23.6164825,-46.6231467,2218990,2
17467,4.0,4.0,320,-23.5753662,-46.6319534,2816830,2
10931,3.0,2.0,123,-23.6078581,-46.7085863,934995,3
9763,3.0,2.0,201,-23.5698548,-46.6636634,2187270,3
8009,3.0,1.0,116,-23.536674,-46.6671099,1711010,3
9389,3.0,1.0,150,-23.5831034,-46.6790745,2100390,2
15615,4.0,4.0,211,-23.6069261,-46.6539596,2027990,2
14898,4.0,2.0,183,-23.5682716,-46.5953643,1344150,1
17789,2.0,1.0,78,-23.5567032,-46.5686036,770993,3
10949,4.0,4.0,260,-23.6060549,-46.7083073,1604080,3
7392,3.0,2.0,97,-23.4946386,-46.6312263,928269,3
12425,2.0,1.0,43,-23.624475,-46.7323955,413070,3
1765,2.0,1.0,110,-23.5439721,-46.6932999,810687,3
17793,3.0,3.0,156,-23.5352452,-46.575463,1098490,3
15993,2.0,2.0,80,-23.6044445,-46.6700649,1429570,3
3889,4.0,5.0,547,-23.590906,-46.6700843,7837210,3
11945,3.0,1.0,70,-23.63904,-46.735637,448523,3
383,3.0,4.0,218,-23.5523716,-46.6922522,2733260,3
10630,3.0,1.0,215,-23.5699345,-46.6507952,1669830,2
10929,3.0,2.0,147,-23.610443,-46.689901,1499110,3
16033,4.0,3.0,150,-23.605308,-46.6734156,1580880,3
16631,1.0,1.0,35,-23.6121706,-46.664088,390325,3
12652,3.0,1.0,80,-23.6364155,-46.7368888,390860,3
14031,3.0,1.0,115,-23.5843807,-46.6467362,1001670,3
5331,4.0,2.0,410,-23.5436478,-46.6588984,3748710,3
11745,4.0,4.0,255,-23.616236,-46.73269,1654830,3
8455,2.0,1.0,60,-23.5327593,-46.6665062,485252,2
6108,3.0,2.0,126,-23.6074496,-46.6343411,1009450,3
3464,3.0,2.0,90,-23.5536069,-46.6892345,983499,3
17222,3.0,1.0,73,-23.562737,-46.6430289,1077020,1
14172,3.0,4.0,87,-23.603302,-46.6401134,1194560,3
6543,2.0,2.0,66,-23.5945758,-46.6111696,691612,3
15351,3.0,2.0,183,-23.5969383,-46.6771562,2863460,3
4945,3.0,3.0,249,-23.5537828,-46.6536451,2911770,3
10092,2.0,1.0,127,-23.5646802,-46.6483894,1279720,3
15449,3.0,2.0,95,-23.6046029,-46.6755567,1017950,2
1990,4.0,3.0,125,-23.6472723,-46.7050823,1273520,2
3962,3.0,3.0,228,-23.5946596,-46.6673424,3262640,3
1864,2.0,1.0,80,-23.5469936,-46.6928391,714651,1
12290,4.0,4.0,291,-23.6392779,-46.7157569,2829480,3
7397,4.0,6.0,433,-23.5360564,-46.6646961,7871450,2
11727,3.0,1.0,75,-23.5914741,-46.7215035,509395,3
8309,1.0,1.0,28,-23.5281914,-46.6802591,372505,2
4633,3.0,2.0,211,-23.5435,-46.660527,2309190,3
11068,4.0,4.0,347,-23.6364718,-46.7276921,3468770,2
5615,3.0,2.0,162,-23.5595437,-46.6723736,1623920,3
17372,2.0,1.0,70,-23.5713433,-46.6347462,538724,3
7779,3.0,2.0,97,-23.5348065,-46.6784266,1267470,2
7124,2.0,1.0,75,-23.5722991,-46.6242705,634646,3
16593,2.0,1.0,57,-23.6048174,-46.6670188,671737,3
17302,5.0,4.0,660,-23.5695445,-46.6362436,5678630,3
10709,3.0,2.0,110,-23.5678634,-46.6549223,1490950,3
3767,3.0,1.0,113,-23.6018964,-46.6725645,1157730,3
16437,3.0,5.0,245,-23.6062036,-46.6437104,2148360,2
14748,3.0,2.0,75,-23.5608466,-46.5855257,555465,2
7796,4.0,4.0,456,-23.5097595,-46.6507406,3381490,3
17177,1.0,1.0,45,-23.5683856,-46.6370971,537367,2
12636,2.0,2.0,74,-23.6343882,-46.7106034,490343,3
45,1.0,2.0,63,-23.538347,-46.683054,661534,3
13912,2.0,2.0,74,-23.5795597,-46.634744,973586,1
15680,2.0,1.0,65,-23.6039317,-46.6462651,520857,3
9286,4.0,4.0,350,-23.5856919,-46.6853791,3463780,2
842,3.0,1.0,72,-23.5423554,-46.716605,612978,1
3914,3.0,1.0,87,-23.6003303,-46.6674755,791895,3
6494,3.0,1.0,78,-23.628024,-46.6357061,566840,2
1547,4.0,5.0,630,-23.5369054,-46.7132698,8205340,1
4469,3.0,1.0,174,-23.5482841,-46.6554304,1949910,3
4298,3.0,2.0,230,-23.541714,-46.6614127,2370240,3
10819,4.0,1.0,253,-23.5656713,-46.6621012,2839060,3
7556,4.0,3.0,190,-23.4978519,-46.6314481,1835140,3
5325,3.0,2.0,193,-23.5440476,-46.6535407,1774970,1
13790,2.0,1.0,52,-23.578738,-46.642185,697409,2
12931,1.0,1.0,70,-23.6126052,-46.7032966,425661,3
6921,3.0,2.0,62,-23.5744241,-46.6134741,527565,3
17257,3.0,2.0,147,-23.5725239,-46.6337766,1360220,2
14933,3.0,2.0,68,-23.5630357,-46.5943657,572641,1
6067,3.0,2.0,106,-23.5929368,-46.6242516,1172700,2
5647,2.0,1.0,76,-23.612495,-46.6257149,487311,3
13231,2.0,1.0,83,-23.5878595,-46.6403094,746240,3
10333,4.0,3.0,210,-23.5634197,-46.6601755,2559850,2
10010,4.0,4.0,600,-23.5691022,-46.6653863,12536900,3
9026,4.0,6.0,330,-23.5820923,-46.6675258,8039170,3
7228,1.0,1.0,55,-23.5547469,-46.6133205,369564,3
10422,3.0,5.0,272,-23.5622,-46.6603542,2895200,2
5034,4.0,6.0,575,-23.548394,-46.661416,8318640,3
7965,3.0,1.0,87,-23.5336781,-46.6725322,709940,3
4476,2.0,1.0,120,-23.536399,-46.655924,1065670,3
6598,3.0,3.0,110,-23.610671,-46.620022,793817,3
14613,3.0,1.0,135,-23.5630331,-46.6773278,1684200,2
15105,3.0,2.0,122,-23.5577105,-46.6034894,903557,2
15479,2.0,1.0,70,-23.5988711,-46.68355,686138,3
7171,1.0,1.0,45,-23.5654047,-46.6235914,259643,3
1716,3.0,3.0,143,-23.5517865,-46.7107371,1636280,2
10016,1.0,2.0,187,-23.5585516,-46.6567204,2861450,2
7756,1.0,1.0,90,-23.53563,-46.6586251,1008570,2
8116,2.0,1.0,90,-23.5019252,-46.62949,861280,3
13535,4.0,3.0,205,-23.5925224,-46.6283659,1927840,1
7122,3.0,1.0,136,-23.5715781,-46.6284633,762841,1
15912,1.0,1.0,50,-23.6460965,-46.6511397,318982,2
2936,3.0,1.0,94,-23.5812988,-46.7166751,544122,3
16050,2.0,1.0,75,-23.6116182,-46.6410605,574567,1
15460,1.0,1.0,83,-23.5988491,-46.6829588,1229210,3
278,3.0,2.0,88,-23.53811,-46.703523,602999,3
9284,4.0,5.0,410,-23.5823229,-46.6751559,6329820,3
14855,3.0,2.0,105,-23.5638596,-46.5843757,777651,3
1500,3.0,3.0,193,-23.5333002,-46.6843978,1671440,3
15348,4.0,4.0,380,-23.5940723,-46.6724333,5170420,3
10916,2.0,2.0,69,-23.6324475,-46.7389441,468473,3
13033,3.0,4.0,300,-23.5990914,-46.6988452,6520180,3
3109,4.0,3.0,150,-23.570696,-46.7081345,1033090,2
4998,3.0,1.0,130,-23.554572,-46.6585398,1092620,3
2428,4.0,4.0,312,-23.6275656,-46.6727872,2688540,3
9718,2.0,1.0,80,-23.5745208,-46.6583818,1053780,3
4233,1.0,1.0,38,-23.5470009,-46.6541261,551610,3
1389,4.0,3.0,202,-23.540335,-46.684947,2368300,3
9648,2.0,1.0,84,-23.5730188,-46.659058,942676,2
7888,4.0,5.0,250,-23.5318203,-46.6671955,3234060,3
3848,1.0,1.0,45,-23.5937562,-46.671919,800329,3
13197,3.0,2.0,111,-23.5753434,-46.6482375,1178340,3
5465,3.0,1.0,100,-23.5538511,-46.681031,1023570,3
9860,3.0,2.0,165,-23.5647442,-46.6620128,2062130,2
12597,3.0,2.0,103,-23.635519,-46.733329,738432,3
13082,4.0,10.0,550,-23.6065058,-46.7084936,4727370,3
13765,3.0,2.0,180,-23.5883301,-46.6366341,1644520,1
10317,2.0,1.0,75,-23.5679705,-46.6595896,768417,2
9188,2.0,2.0,140,-23.5822736,-46.6914621,2850990,2
1251,3.0,1.0,78,-23.5254937,-46.7383476,747870,3
12378,3.0,1.0,70,-23.6213455,-46.7381478,414158,3
9924,2.0,1.0,84,-23.5712467,-46.6536013,723804,3
11828,5.0,6.0,445,-23.6339646,-46.7243566,4427170,3
11025,4.0,4.0,320,-23.5996256,-46.7291769,2088570,1
6765,4.0,2.0,154,-23.606105,-46.616972,1320650,2
4249,3.0,1.0,220,-23.5477854,-46.6541004,2089500,3
2568,4.0,4.0,169,-23.6220498,-46.6808683,1957770,2
1371,4.0,2.0,114,-23.5346105,-46.6820886,1157190,3
5977,3.0,2.0,140,-23.594879,-46.626999,1445340,3
3392,2.0,2.0,115,-23.562199,-46.6884666,1469560,2
1384,3.0,2.0,105,-23.5408143,-46.7174286,873823,2
5134,2.0,1.0,100,-23.5409306,-46.6496595,1120640,3
7752,2.0,1.0,94,-23.5036321,-46.6376108,694234,2
2642,3.0,3.0,189,-23.6444747,-46.6698351,1405270,2
1671,3.0,3.0,234,-23.5291045,-46.7257368,2737520,3
6718,2.0,1.0,44,-23.6012581,-46.6219135,467748,3
7528,3.0,1.0,119,-23.5331166,-46.6738055,951348,2
7178,2.0,1.0,85,-23.5770526,-46.6188993,604952,3
14293,4.0,3.0,200,-23.594479,-46.6435759,1825870,3
17877,3.0,2.0,100,-23.5462709,-46.5688874,687561,3
10897,2.0,1.0,53,-23.6357179,-46.7392557,400100,2
14265,4.0,4.0,282,-23.5960112,-46.64136,3014670,3
11687,2.0,2.0,44,-23.6088424,-46.7253142,524402,3
15362,3.0,1.0,127,-23.6002409,-46.6752691,1408010,2
16135,2.0,1.0,96,-23.6106878,-46.6629369,1143210,3
1685,3.0,2.0,128,-23.5519047,-46.6904682,1280150,3
1840,1.0,1.0,55,-23.5588313,-46.6983459,719112,3
12217,4.0,3.0,315,-23.6257059,-46.7341645,1346570,3
137,1.0,2.0,78,-23.553693,-46.6918336,983963,3
7229,2.0,1.0,54,-23.5769643,-46.6269831,452292,3
3068,4.0,2.0,254,-23.5601348,-46.6980436,2126870,2
9554,3.0,1.0,107,-23.5672719,-46.6610361,1379500,2
17763,4.0,3.0,113,-23.5431228,-46.5675631,685659,3
12724,3.0,2.0,132,-23.6080732,-46.7049416,716417,3
3293,3.0,2.0,72,-23.5904961,-46.7284709,633404,3
163,2.0,1.0,87,-23.569056,-46.7295359,564808,2
7705,2.0,1.0,93,-23.534754,-46.6677822,865022,3
7423,2.0,2.0,90,-23.5308963,-46.6833398,1175190,2
9518,4.0,3.0,290,-23.573914,-46.6586151,3999350,3
13398,4.0,2.0,205,-23.5742051,-46.6464657,2306000,3
11519,4.0,4.0,260,-23.6121845,-46.7330541,1584040,3
4698,3.0,2.0,218,-23.5461785,-46.6563286,2442990,2
5359,1.0,2.0,89,-23.5546844,-46.6744066,1324920,1
90,1.0,1.0,33,-23.5388108,-46.6812355,377921,2
9116,1.0,1.0,36,-23.5852312,-46.672632,595708,3
5524,4.0,3.0,250,-23.5553328,-46.678958,3215750,2
7656,3.0,2.0,95,-23.4919911,-46.6371854,917571,3
7680,4.0,3.0,190,-23.49857,-46.6287094,1818260,2
6636,2.0,1.0,27,-23.6289504,-46.6360883,272532,2
9660,3.0,2.0,300,-23.5619127,-46.6476033,3107420,3
6534,4.0,2.0,125,-23.6023435,-46.6337356,1443160,3
2636,4.0,3.0,132,-23.625385,-46.6696492,1379480,2
16992,3.0,1.0,180,-23.5595961,-46.6652476,1914530,1
10638,2.0,1.0,80,-23.5653647,-46.6552209,1084330,3
3745,4.0,6.0,276,-23.597307,-46.666477,4918880,3
2408,3.0,2.0,100,-23.6463603,-46.6692059,746424,2
12269,4.0,3.0,121,-23.6104856,-46.6811616,1275860,3
15652,1.0,1.0,40,-23.6091433,-46.6626286,476336,3
12826,3.0,2.0,270,-23.6319506,-46.7395479,1643320,3
1519,3.0,3.0,236,-23.5291045,-46.7257368,2760910,2
14757,3.0,2.0,161,-23.5856374,-46.6045537,1446560,1
6218,1.0,1.0,50,-23.5949269,-46.6065512,447742,3
17666,2.0,1.0,66,-23.5658345,-46.6311392,648668,3
16738,4.0,3.0,190,-23.6066174,-46.6572794,2886650,2
11591,4.0,4.0,280,-23.6366667,-46.73,1676420,3
11160,4.0,3.0,223,-23.6256943,-46.7183279,2657770,3
362,2.0,1.0,64,-23.5429662,-46.6828417,631236,3
12985,4.0,3.0,165,-23.6313058,-46.7335465,1451550,1
1652,3.0,2.0,115,-23.5340565,-46.6934432,1302220,3
8987,4.0,3.0,256,-23.5877407,-46.6863023,3633670,3
14098,4.0,2.0,171,-23.6009611,-46.6383135,1693580,2
14513,4.0,4.0,160,-23.5884742,-46.6476167,2232940,3
12949,3.0,3.0,152,-23.6317798,-46.706369,1375500,2
17898,2.0,2.0,60,-23.53424,-46.5718489,508749,3
3408,4.0,2.0,107,-23.5603574,-46.6840007,1176320,2
3360,2.0,1.0,155,-23.5869864,-46.7177788,1418220,3
14213,2.0,1.0,60,-23.5883894,-46.6304399,426919,3
16109,3.0,2.0,112,-23.6029828,-46.6588312,1466910,1
12999,3.0,3.0,384,-23.6239274,-46.7339643,1831370,3
5128,1.0,1.0,66,-23.5522981,-46.6529251,591145,3
3179,3.0,1.0,123,-23.5677787,-46.6881543,1534500,2
1659,3.0,3.0,198,-23.5291045,-46.7257368,2316360,3
3428,2.0,1.0,68,-23.5869157,-46.7195531,734218,3
8154,4.0,3.0,216,-23.5375851,-46.6791543,1801600,3
12199,3.0,2.0,126,-23.618259,-46.6848007,1386170,3
3707,4.0,5.0,288,-23.5962924,-46.6636992,7695430,3
14302,3.0,3.0,138,-23.5866278,-46.6300887,1551790,3
9183,2.0,3.0,238,-23.587699,-46.674154,3978350,1
4433,2.0,1.0,59,-23.553818,-46.65028,889397,3
15933,4.0,4.0,235,-23.60124,-46.666452,2573000,2
2440,4.0,4.0,317,-23.6203784,-46.6757576,2895580,3
9220,3.0,1.0,116,-23.5799421,-46.6769793,1436950,3
9783,2.0,3.0,112,-23.5722739,-46.6595012,2117610,2
1632,3.0,1.0,99,-23.5215973,-46.7033867,459137,3
9539,4.0,4.0,421,-23.5652395,-46.6590094,5675370,2
12532,4.0,2.0,135,-23.5921792,-46.7205465,1131810,3
13947,3.0,9.0,800,-23.5804374,-46.6542968,14017700,3
5561,4.0,3.0,243,-23.552762,-46.6804592,1771160,2
3826,3.0,2.0,120,-23.5993571,-46.6693922,1342970,3
10381,3.0,1.0,130,-23.5734996,-46.6595003,1365260,3
1444,2.0,1.0,114,-23.5422023,-46.6848817,1101800,1
807,4.0,3.0,220,-23.521994,-46.712007,1778680,2
8691,3.0,1.0,125,-23.5824881,-46.6733786,1318270,3
15858,1.0,1.0,35,-23.6057769,-46.66788,433568,3
9506,3.0,1.0,175,-23.5664816,-46.6611133,1916430,3
7997,2.0,1.0,61,-23.5232852,-46.6827043,752160,2
10077,1.0,1.0,48,-23.5717443,-46.6596382,901624,3
1830,4.0,5.0,375,-23.554153,-46.7142958,5038700,3
5710,2.0,1.0,41,-23.6305591,-46.6198818,221027,3
16013,2.0,1.0,63,-23.622885,-46.6648046,764306,3
2284,2.0,2.0,130,-23.6468885,-46.668924,1061040,2
10393,4.0,3.0,215,-23.572087,-46.6610585,2587730,3
7592,2.0,1.0,73,-23.502834,-46.6380435,544532,3
13795,3.0,2.0,120,-23.6016521,-46.6391796,939092,3
11234,2.0,1.0,43,-23.6060336,-46.7241689,276389,3
7647,3.0,4.0,210,-23.4991252,-46.6441024,1424770,2
3659,4.0,6.0,549,-23.5929738,-46.6718665,8593720,3
9341,3.0,4.0,280,-23.5840791,-46.6884785,7065690,1
17204,4.0,3.0,380,-23.5652344,-46.6450163,3188300,3
11146,3.0,1.0,85,-23.6326884,-46.7017145,585848,3
12643,2.0,1.0,65,-23.6257411,-46.7012065,733213,3
4065,4.0,4.0,352,-23.5387403,-46.6565971,5147400,1
14686,3.0,1.0,93,-23.5600518,-46.6773129,871163,3
2867,4.0,4.0,258,-23.6427319,-46.669495,1881200,3
5771,2.0,1.0,109,-23.6020409,-46.6085938,1142210,3
15437,5.0,9.0,658,-23.5903063,-46.6849779,10731100,3
16060,3.0,2.0,72,-23.6458129,-46.6505648,493801,2
4915,3.0,1.0,191,-23.5494246,-46.6447306,1330270,3
16039,3.0,1.0,85,-23.6025714,-46.6443469,745988,3
3852,3.0,2.0,168,-23.6011782,-46.6680303,2146620,3
9891,1.0,1.0,45,-23.5591417,-46.6620959,539093,3
6225,4.0,2.0,126,-23.5896367,-46.6088091,719745,3
11354,3.0,5.0,205,-23.6293421,-46.7328899,1493320,3
6615,4.0,3.0,125,-23.624766,-46.6205225,1002300,2
6343,2.0,1.0,57,-23.6200756,-46.6375388,586806,3
15523,2.0,1.0,80,-23.6001423,-46.6741379,655627,2
8557,3.0,1.0,181,-23.5352496,-46.6710854,1683540,2
10014,3.0,2.0,159,-23.5673785,-46.6544553,2455690,2
10734,4.0,5.0,578,-23.5659401,-46.662219,10613600,3
16391,4.0,4.0,265,-23.6023847,-46.6578372,3518660,1
5376,3.0,1.0,145,-23.5617169,-46.6744165,1438450,2
15849,4.0,2.0,129,-23.5977164,-46.6477172,1721270,2
4679,1.0,1.0,44,-23.5397443,-46.6532224,493081,3
12476,4.0,4.0,293,-23.6274052,-46.7239944,1747110,3
6131,2.0,1.0,62,-23.607686,-46.621005,413392,3
5767,3.0,2.0,100,-23.6205617,-46.6358837,903506,2
8598,3.0,2.0,120,-23.5410793,-46.677399,1111390,2
6766,2.0,1.0,70,-23.5941091,-46.6151875,460530,3
12244,3.0,3.0,225,-23.602792,-46.6947674,2910360,3
12202,3.0,2.0,110,-23.636484,-46.734413,786626,3
10901,4.0,4.0,223,-23.6132675,-46.7396467,1631540,3
120,4.0,5.0,500,-23.5318331,-46.7173216,3690780,1
1713,2.0,1.0,53,-23.5269981,-46.7055104,474504,1
17411,2.0,2.0,82,-23.5666844,-46.6452525,1538160,2
264,3.0,1.0,176,-23.5399369,-46.7177203,1970920,3
482,3.0,2.0,76,-23.5348943,-46.689833,891904,3
2198,4.0,3.0,173,-23.6390494,-46.7007211,1833200,2
5025,4.0,1.0,110,-23.5399761,-46.6614329,1070330,3
7755,3.0,2.0,93,-23.5356866,-46.6683562,1126940,3
5082,3.0,3.0,453,-23.5375281,-46.6559679,4320340,1
5384,2.0,1.0,77,-23.5592549,-46.6745593,844676,2
7729,2.0,2.0,230,-23.5394002,-46.67038,1984220,2
4688,3.0,1.0,200,-23.546892,-46.6583824,2241280,3
2726,4.0,4.0,216,-23.6196031,-46.6784854,1919100,2
15691,1.0,1.0,50,-23.6068808,-46.6610287,519810,2
17623,3.0,4.0,464,-23.5733247,-46.6340143,4262040,2
1159,4.0,4.0,267,-23.5484416,-46.7010224,3554670,1
17871,3.0,2.0,80,-23.5468266,-46.5707451,563330,3
11647,4.0,4.0,400,-23.636288,-46.7141,3558950,3
1124,4.0,3.0,168,-23.5308638,-46.7256671,1463880,3
4237,3.0,3.0,193,-23.5516398,-46.6616117,2885370,3
11098,2.0,1.0,40,-23.6345649,-46.7340062,245948,3
13997,3.0,1.0,126,-23.5669346,-46.6457713,1362200,3
580,3.0,3.0,222,-23.5415155,-46.70459,3006670,1
6878,3.0,2.0,133,-23.5887971,-46.6231928,1009140,3
3966,4.0,4.0,411,-23.5984161,-46.6716328,8930040,3
8161,4.0,5.0,400,-23.5345888,-46.664,4094820,2
4014,4.0,3.0,231,-23.5954755,-46.6711483,4481230,3
4027,2.0,1.0,96,-23.6030403,-46.6707161,839407,3
427,3.0,2.0,96,-23.5550636,-46.6923155,1281420,3
16035,3.0,2.0,94,-23.6039811,-46.6680241,1451390,3
5883,2.0,2.0,70,-23.6136881,-46.6353968,720639,3
17575,2.0,1.0,75,-23.5616288,-46.6416807,649029,3
8000,4.0,5.0,356,-23.5360321,-46.6577127,7893040,2
7203,4.0,5.0,327,-23.591651,-46.625514,6863260,3
10264,3.0,4.0,210,-23.5652892,-46.6630318,3505160,3
16871,2.0,1.0,120,-23.5642124,-46.6699908,1361880,2
14153,2.0,1.0,110,-23.5756643,-46.6456863,1112840,2
13701,2.0,1.0,85,-23.5880489,-46.63562,648146,3
14761,3.0,2.0,88,-23.5499501,-46.595107,645579,3
2305,2.0,3.0,119,-23.624825,-46.6678246,1688890,2
16205,3.0,2.0,101,-23.6085871,-46.6465042,856835,2
3631,4.0,4.0,245,-23.5994293,-46.6717846,4223670,3
14888,4.0,3.0,123,-23.5622576,-46.5950704,959468,1
14569,3.0,1.0,115,-23.5628246,-46.6772366,1434690,2
739,4.0,4.0,367,-23.5280556,-46.7177778,4225710,3
15461,1.0,1.0,35,-23.5997026,-46.682103,599649,2
13995,3.0,2.0,86,-23.5886353,-46.6420818,1091070,3
14292,3.0,2.0,110,-23.570634,-46.6486673,931056,2
3679,4.0,2.0,142,-23.5925334,-46.671478,2103120,2
346,3.0,3.0,230,-23.523305,-46.732115,2592920,3
17371,4.0,3.0,243,-23.5718076,-46.6343733,2056250,3
17795,4.0,4.0,218,-23.555613,-46.5682135,2154830,2
3022,2.0,1.0,75,-23.5859497,-46.7199379,499316,2
9477,2.0,1.0,65,-23.5629768,-46.6504774,892313,3
8030,3.0,3.0,238,-23.5394845,-46.6761725,2261260,2
4969,3.0,2.0,76,-23.537861,-46.652693,850292,3
8887,2.0,1.0,165,-23.581061,-46.6777612,1858460,1
10425,4.0,3.0,359,-23.5699904,-46.658909,4406240,3
8942,1.0,1.0,50,-23.5830336,-46.6737996,586872,3
1453,3.0,2.0,120,-23.525588,-46.729506,939351,2
14470,3.0,1.0,148,-23.5763866,-46.64427,1410750,2
4730,4.0,4.0,180,-23.5450386,-46.6564878,2645190,3
17523,1.0,1.0,55,-23.5580942,-46.6412052,569693,3
17112,3.0,3.0,283,-23.5595957,-46.6641754,3988640,1
6692,1.0,1.0,48,-23.6216191,-46.6377947,287259,3
15515,3.0,2.0,93,-23.5936522,-46.6742681,1346210,2
8132,2.0,2.0,81,-23.534114,-46.6765257,795752,3
8518,3.0,2.0,127,-23.4918603,-46.6370748,794437,2
3045,2.0,1.0,70,-23.5631355,-46.6989028,537646,2
2692,4.0,3.0,173,-23.6390494,-46.7007211,1833200,1
7891,3.0,3.0,210,-23.53517,-46.656298,1833350,3
9166,4.0,5.0,391,-23.5813229,-46.6809972,9854270,3
10839,4.0,3.0,286,-23.5651747,-46.6609903,4280520,3
11783,4.0,4.0,370,-23.6245232,-46.7334806,2120060,3
1981,4.0,4.0,202,-23.6452546,-46.6668387,2002020,1
7429,3.0,2.0,65,-23.532868,-46.680124,681666,2
8057,4.0,4.0,221,-23.4998036,-46.6396656,2134560,2
16302,3.0,2.0,115,-23.6099478,-46.6568637,984976,3
10143,4.0,2.0,310,-23.5631084,-46.6619273,4648840,3
2650,2.0,3.0,130,-23.6202102,-46.6795159,1268930,2
5762,2.0,1.0,97,-23.6136718,-46.6383268,863639,3
13405,3.0,3.0,104,-23.5814997,-46.6443505,1247740,3
13742,4.0,4.0,200,-23.5777718,-46.6482458,2237180,3
1264,3.0,2.0,151,-23.5464366,-46.6942966,1567080,2
17883,4.0,2.0,184,-23.5302242,-46.575694,1560160,3
2738,4.0,3.0,380,-23.6385523,-46.6999185,2693360,3
15432,4.0,2.0,156,-23.5985036,-46.680257,1665840,3
12069,4.0,4.0,370,-23.6246311,-46.7314905,2035800,2
8683,4.0,2.0,196,-23.582398,-46.6753925,2219410,3
830,2.0,1.0,78,-23.5364516,-46.7259631,678529,3
17474,2.0,1.0,71,-23.5565795,-46.6398898,735422,3
15960,3.0,3.0,130,-23.6039811,-46.6680241,2007240,3
4378,3.0,1.0,150,-23.5426756,-46.651989,1390640,3
359,2.0,1.0,74,-23.5353235,-46.6900287,690870,3
2509,3.0,3.0,107,-23.6276071,-46.6668823,1172040,2
3700,3.0,3.0,324,-23.594754,-46.6707176,4804210,3
8406,3.0,1.0,143,-23.4998901,-46.6207853,643978,2
13425,3.0,2.0,207,-23.5698655,-46.6501547,2382910,3
13562,4.0,6.0,572,-23.5777911,-46.6490286,8339890,3
6535,2.0,1.0,65,-23.6248525,-46.6335847,509772,3
2483,4.0,3.0,260,-23.618411,-46.678034,2740650,3
16091,4.0,4.0,355,-23.6109584,-46.6582695,4196120,2
12459,2.0,1.0,70,-23.6215714,-46.6899271,592898,3
13145,1.0,1.0,60,-23.5772661,-46.6505307,611918,3
912,1.0,2.0,72,-23.5524617,-46.6993093,939050,2
14751,3.0,2.0,130,-23.5541641,-46.5981186,981078,1
6887,3.0,2.0,150,-23.5658494,-46.6200947,833233,3
9271,4.0,3.0,184,-23.583842,-46.6803109,2322940,2
12016,1.0,1.0,52,-23.611516,-46.6928988,709173,3
9278,4.0,3.0,360,-23.5805585,-46.674269,3518870,2
